EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,T
5,50,0,0,0,1,1,0,0,17,0,6.45362,5
6,50,0,0,0,1,1,0,0,17,0,6.21461,6
7,49,0,0,0,1,1,0,0,17,0,7.82405,7
4,51,1,1,0,1,1,0,1,12,0,6.55251,1
5,52,1,1,0,1,1,0,1,12,0,6.62007,2
6,51,1,1,0,1,1,0,1,12,0,6.68461,3
7,43,1,1,0,1,1,0,1,12,0,6.72383,4
8,50,1,1,0,1,1,0,1,12,0,6.82437,5
9,48,1,1,0,1,1,0,1,12,0,6.95655,6
10,49,1,1,0,1,1,0,1,12,0,7.00307,7
33,47,0,0,1,0,1,0,0,8,0,6.42162,1
34,48,1,0,1,0,1,0,0,8,0,6.4892,2
35,46,1,0,1,0,1,0,0,8,0,6.72022,3
36,47,1,0,1,0,1,0,0,8,0,6.76964,4
37,47,1,0,1,0,1,0,0,8,0,6.80239,5
38,47,1,0,1,0,1,0,0,8,0,6.8773,6
39,47,1,0,1,0,1,0,0,8,0,6.99577,7
7,51,0,0,1,1,1,0,0,15,0,6.90575,1
8,49,0,1,1,1,1,0,0,15,0,6.90575,2
9,49,0,0,0,0,1,0,0,15,0,7.17012,3
10,49,0,0,0,0,1,0,0,15,0,7.28276,4
11,48,0,0,0,0,1,0,0,15,0,7.36201,5
12,50,0,0,0,0,1,0,0,15,0,7.33498,6
13,48,0,1,0,0,1,0,0,15,0,7.47534,7
15,50,1,0,0,1,1,0,1,12,0,6.57368,1
16,48,1,0,0,1,1,0,1,12,0,6.6796,2
17,49,1,0,0,1,1,0,1,12,0,6.85857,3
18,49,1,0,0,1,1,0,1,12,0,6.84268,4
19,49,1,0,0,1,1,0,1,12,0,6.96791,5
20,49,1,0,0,1,1,0,1,12,0,7.1309,6
21,49,1,0,0,1,1,0,1,12,0,7.18992,7
29,52,0,0,0,1,1,0,1,13,0,6.05209,1
30,46,0,0,0,1,1,0,1,13,0,6.05209,2
31,51,1,0,0,1,1,0,1,13,0,6.10925,3
32,49,1,0,0,1,1,0,1,13,0,6.21461,4
33,48,1,0,0,1,1,0,1,13,0,6.2634,5
34,47,0,0,0,1,1,0,1,13,0,6.2634,6
35,50,0,0,0,1,1,0,1,13,0,6.30992,7
5,36,1,1,0,1,1,0,1,12,0,6.53088,1
6,50,1,1,0,1,1,0,1,12,0,6.55962,2
7,49,1,1,0,1,1,0,1,12,0,6.58064,3
8,50,1,1,0,1,1,0,1,12,0,6.72383,4
9,50,1,1,0,1,1,0,1,12,0,6.87626,5
10,50,1,1,0,1,1,0,1,12,0,6.97541,6
11,49,1,1,0,1,1,0,1,12,0,7.00307,7
18,48,0,1,0,1,1,0,0,17,0,6.74524,1
19,48,0,1,0,1,1,0,0,17,0,6.74524,2
20,49,0,1,0,1,1,0,0,17,0,6.81344,3
21,49,0,1,0,1,1,0,0,17,0,6.85118,4
22,48,0,1,0,1,1,0,0,17,0,7.02554,5
23,45,0,1,0,1,1,0,0,17,0,7.09008,6
24,48,0,1,0,1,1,0,0,17,0,7.27932,7
44,50,1,0,0,1,1,0,1,9,0,6.90575,1
45,51,0,0,0,1,1,0,1,9,0,6.21461,2
46,50,0,0,0,1,1,0,1,9,0,7.1309,3
47,50,0,0,0,1,1,0,1,9,0,6.90776,4
48,50,0,0,0,1,1,0,1,9,0,7.31322,5
49,49,0,0,0,1,1,0,1,9,0,7.46737,6
50,49,0,0,0,1,1,0,1,9,0,7.31322,7
29,49,0,0,0,1,1,0,1,12,0,6.44413,1
30,46,0,0,0,1,1,0,1,12,0,6.45362,2
31,49,0,0,0,1,1,0,1,12,0,6.52062,3
32,48,0,0,0,1,1,0,1,12,0,6.72743,4
33,49,0,0,0,1,1,0,1,12,0,6.59167,5
34,49,0,0,0,1,1,0,1,12,0,6.73815,6
35,48,0,0,0,1,1,0,1,12,0,6.77422,7
5,49,0,0,0,1,1,0,0,12,0,6.48311,1
6,47,1,0,0,1,1,0,0,12,0,6.53233,2
7,49,0,0,0,1,1,0,0,12,0,6.75227,3
8,49,0,0,0,1,1,0,0,12,0,6.80017,4
9,48,0,0,0,1,1,0,0,12,0,6.75926,5
10,48,1,0,0,1,1,0,0,12,0,6.96885,6
11,48,0,0,0,1,1,0,0,12,0,6.90975,7
11,47,1,1,0,0,1,0,1,10,0,5.99146,1
12,48,1,1,0,0,1,0,1,10,0,6.38012,2
13,48,1,1,0,0,1,0,1,10,0,6.56526,3
14,49,1,1,0,0,1,0,1,10,0,6.7334,4
15,48,1,1,0,0,1,0,0,10,0,6.74524,5
16,48,1,1,0,0,1,0,1,10,0,6.84588,6
17,46,1,1,0,0,1,0,1,10,0,6.74524,7
15,41,1,1,1,0,1,0,1,10,0,6.50429,1
16,42,1,1,1,0,1,0,1,10,0,6.47389,2
17,47,1,1,1,0,1,0,1,10,0,6.56386,3
18,47,1,1,1,0,1,0,1,10,0,6.7511,4
19,48,1,1,1,0,1,0,1,10,0,6.88755,5
20,38,1,1,1,0,1,0,1,10,0,6.99485,6
21,40,1,1,1,0,1,0,1,10,0,7.08423,7
13,49,1,0,1,1,1,0,0,12,0,6.86485,1
14,49,1,0,1,1,1,0,0,12,0,6.90575,2
15,49,1,0,1,1,1,0,0,12,0,7.02554,3
16,49,1,0,1,1,1,0,0,12,0,7.1507,4
17,49,1,0,1,1,1,0,0,12,0,7.24423,5
18,47,0,0,1,0,1,0,0,12,0,6.9594,6
19,46,1,0,1,0,1,0,0,12,0,7.44132,7
28,50,0,0,0,1,1,0,0,16,0,6.90575,1
29,50,0,0,0,1,1,0,0,16,0,6.90575,2
30,49,0,0,0,1,1,0,0,16,0,7.46737,3
31,49,0,0,0,1,1,0,0,16,0,7.69621,4
32,49,0,0,0,1,1,0,0,16,0,7.6009,5
33,49,0,0,0,1,1,0,0,16,0,7.91936,6
34,48,0,0,0,1,1,0,0,16,0,7.91936,7
4,50,0,0,1,1,1,0,0,13,0,6.28786,1
5,49,0,0,1,1,1,0,0,13,0,6.20456,2
6,51,0,0,1,1,1,0,0,13,0,6.24417,3
7,50,0,0,1,1,1,0,0,13,0,6.32794,4
8,50,0,0,1,1,1,0,0,13,0,6.53669,5
9,49,0,0,1,1,1,0,0,13,0,6.55108,6
10,49,0,0,1,1,1,0,0,13,0,6.62007,7
36,49,1,1,0,0,1,0,0,12,0,6.80239,1
37,46,1,1,0,0,1,0,0,12,0,6.82979,2
38,50,1,1,0,0,1,0,0,12,0,6.98472,3
39,49,1,1,0,0,1,0,0,12,0,7.00307,4
40,48,1,1,0,0,1,0,0,12,0,6.70808,5
41,47,1,1,0,0,1,0,0,12,0,6.9613,6
42,47,1,1,0,0,1,0,0,12,0,6.96035,7
27,48,0,1,0,0,1,0,0,12,0,6.61607,1
28,48,0,1,0,0,1,0,0,12,0,6.57647,2
29,47,0,1,0,0,1,0,0,12,0,6.68461,3
30,47,0,1,0,0,1,0,0,12,0,6.74288,4
31,48,0,1,0,0,1,0,0,12,0,7.03615,5
32,47,0,1,0,0,1,0,0,12,0,7.02465,6
33,48,0,1,0,0,1,0,0,12,0,7.22621,7
10,30,1,1,0,0,1,0,1,12,0,6.06611,1
11,50,1,1,0,0,1,0,1,12,0,6.18826,2
12,50,1,1,0,0,1,0,1,12,0,6.31173,3
13,50,1,1,0,0,1,0,1,12,0,6.55678,4
14,50,1,1,0,0,1,0,1,12,0,6.55393,5
15,50,1,1,0,0,1,0,1,12,0,6.75227,6
16,50,1,1,0,0,1,0,1,12,0,6.92166,7
16,49,1,1,0,0,1,0,1,12,0,6.19644,1
17,48,1,1,0,0,1,0,1,12,0,6.2653,2
18,41,1,1,0,0,1,0,1,12,0,6.36475,3
19,49,1,1,0,0,1,0,1,12,0,6.43935,4
20,47,1,1,0,0,1,0,1,12,0,6.54391,5
21,48,1,1,0,0,1,0,1,12,0,6.61473,6
22,47,1,1,0,0,1,0,1,12,0,6.71659,7
22,48,0,0,0,1,0,1,1,12,0,6.33328,1
23,48,0,0,0,1,0,1,1,12,0,6.61473,2
24,48,0,0,0,1,0,1,1,12,0,6.73459,3
25,46,0,0,0,1,0,1,1,12,0,6.77422,4
26,47,0,0,0,1,0,1,1,12,0,6.86485,5
27,47,0,0,0,1,0,1,1,12,0,6.97073,6
28,47,0,0,0,1,0,1,1,12,0,7.04752,7
30,50,1,1,0,0,1,0,1,8,0,6.44572,1
31,47,1,1,0,0,1,0,0,8,0,6.33328,2
32,48,1,1,0,1,1,0,0,8,0,6.39693,3
33,48,1,1,0,1,1,0,1,8,0,6.48158,4
34,39,1,1,0,1,1,0,1,8,0,6.59167,5
35,50,1,1,0,1,1,0,1,8,0,6.59304,6
36,50,1,1,0,1,0,0,1,8,0,6.77878,7
12,49,1,0,1,0,1,0,0,12,0,6.42972,1
13,48,1,0,1,0,1,0,0,12,0,6.43133,2
14,34,1,0,1,0,1,0,1,12,0,6.59441,3
15,47,1,0,1,0,1,0,1,12,0,6.71174,4
16,48,1,0,1,0,1,0,1,12,0,6.74524,5
17,47,1,0,1,0,1,0,1,12,0,6.8773,6
18,48,1,0,1,0,1,0,1,12,0,6.80239,7
11,50,1,1,1,1,1,0,0,12,1,6.49224,1
12,50,1,1,1,1,1,0,0,12,1,6.21461,2
13,50,1,1,1,1,1,0,0,12,1,6.72743,3
14,49,1,1,1,1,1,0,0,12,1,6.66568,4
15,48,0,1,1,1,0,0,0,12,1,6.30992,5
16,50,0,1,1,1,0,0,0,12,1,6.21461,6
17,50,0,1,1,1,0,0,0,12,1,6.21461,7
35,49,0,0,0,1,0,1,0,16,0,6.30992,1
36,50,0,0,0,1,0,1,0,16,0,6.30992,2
37,49,0,0,0,1,0,1,0,16,0,6.30992,3
38,50,0,0,0,1,0,1,0,16,0,6.30992,4
39,50,0,0,0,1,0,1,0,16,0,6.55108,5
40,50,0,0,0,1,0,1,0,16,0,6.62007,6
41,50,0,0,0,1,0,1,0,16,0,6.74524,7
33,51,1,0,0,0,1,0,0,12,0,6.14633,1
34,51,1,0,0,0,1,0,0,12,0,6.25383,2
35,51,1,0,0,0,1,0,0,12,0,6.30992,3
36,47,1,0,0,0,1,0,0,12,0,6.35089,4
37,49,1,0,0,0,1,0,0,12,0,6.46147,5
38,47,0,0,0,0,1,0,0,12,0,6.50279,6
39,47,1,0,0,0,1,0,0,12,0,6.59715,7
9,49,0,1,0,1,1,0,0,14,0,6.53669,1
10,49,0,1,0,1,1,0,0,14,0,6.55108,2
11,49,0,1,0,1,1,0,0,14,0,6.65929,3
12,48,0,1,0,1,1,0,0,14,0,6.82979,4
13,46,0,1,0,1,1,0,0,14,0,6.85646,5
14,46,0,1,0,1,1,0,0,14,0,6.95655,6
15,48,0,1,0,1,1,0,0,14,0,7.1309,7
11,36,0,0,0,1,1,0,1,17,0,6.22456,1
12,36,0,0,0,1,1,0,1,17,0,6.30992,2
13,37,0,0,0,1,1,0,1,17,0,6.47697,3
14,38,0,0,0,1,1,0,1,17,0,6.67834,4
15,35,0,0,0,1,1,0,1,17,0,6.77992,5
16,35,0,0,0,1,1,0,1,17,0,6.80461,6
17,36,0,0,0,1,1,0,1,17,0,6.85646,7
2,50,1,1,1,1,1,0,0,13,0,5.75257,1
3,50,1,1,1,1,1,0,0,13,0,5.85793,2
4,49,1,1,1,1,1,0,0,13,0,6.07535,3
5,49,1,1,1,1,1,0,0,13,0,8.51719,4
6,51,1,1,1,1,1,0,0,13,0,6.51471,5
7,49,1,1,1,1,1,0,0,13,0,6.58617,6
8,48,1,1,1,1,1,0,0,13,0,6.70319,7
11,50,1,0,1,1,1,0,1,9,0,6.16331,1
12,51,1,0,1,1,1,0,1,9,0,6.2634,2
13,51,1,0,1,1,1,0,1,9,0,6.35437,3
14,51,1,0,1,1,1,0,1,9,0,6.43775,4
15,51,1,0,1,1,1,0,1,9,0,6.47697,5
16,51,1,0,1,1,1,0,1,9,0,6.55108,6
17,51,1,0,1,1,1,0,0,9,0,6.40853,7
18,50,0,0,0,1,1,0,0,16,0,6.90575,1
19,49,0,0,0,1,1,0,0,16,0,6.90575,2
20,49,0,0,0,1,1,0,0,16,0,7.25134,3
21,49,0,0,0,1,1,0,0,16,0,7.25134,4
22,50,0,0,0,1,1,0,0,16,0,6.90776,5
23,47,0,0,0,1,1,0,0,16,0,7.23634,6
24,48,0,0,0,1,1,0,0,16,0,7.2724,7
18,50,1,0,0,0,1,0,0,12,0,6.49527,1
19,50,1,0,0,0,1,0,0,12,0,6.60394,2
20,50,0,0,0,0,1,0,0,12,0,6.70073,3
21,49,1,0,0,0,1,0,0,12,0,6.58617,4
22,49,1,0,0,0,1,0,0,12,0,6.41836,5
23,49,1,0,0,0,1,0,0,12,0,6.21461,6
24,49,1,0,0,0,1,0,0,12,0,6.62007,7
3,47,1,1,0,0,1,0,1,8,0,6.45047,1
4,52,1,1,0,0,1,0,1,8,0,6.67203,2
5,50,1,1,0,0,1,0,1,8,0,6.56386,3
6,47,1,1,0,0,1,0,1,8,0,6.60665,4
7,49,1,1,0,0,1,0,1,8,0,6.83518,5
8,47,1,1,0,0,1,0,1,8,0,6.86171,6
9,51,1,1,0,0,1,0,1,8,0,7.06987,7
27,46,1,1,0,1,1,0,1,11,0,6.48158,1
28,48,1,1,0,1,1,0,1,11,0,6.55393,2
29,46,1,1,0,1,1,0,1,11,0,6.61874,3
30,46,1,1,0,1,1,0,1,11,0,6.75693,4
31,46,1,1,0,1,1,0,1,11,0,6.87626,5
32,40,1,1,0,1,1,0,1,11,0,6.99026,6
33,42,1,1,0,1,1,0,1,11,0,7.07496,7
18,48,1,1,0,0,1,0,1,9,0,6.00389,1
19,44,1,1,0,0,1,0,1,9,0,6.10925,2
20,41,1,1,0,0,1,0,0,9,0,6.23441,3
21,33,1,1,0,0,1,0,0,9,0,6.03548,4
22,51,1,1,0,0,1,0,0,9,0,6.11589,5
23,38,1,1,0,0,1,0,0,9,0,6.19441,6
24,51,1,1,0,0,1,0,0,9,0,6.27099,7
13,50,1,1,0,0,1,0,1,12,0,6.3315,1
14,49,1,1,0,0,1,0,1,12,0,6.39359,2
15,36,1,1,0,0,1,0,1,12,0,6.48464,3
16,49,1,1,0,0,1,0,1,12,0,6.56948,4
17,49,1,1,0,0,1,0,1,12,0,6.70319,5
18,49,1,1,0,0,1,0,1,12,0,6.7901,6
19,48,1,1,0,0,1,0,1,12,0,6.87626,7
5,50,1,0,1,0,1,0,0,12,0,6.41182,1
6,50,1,0,1,0,1,0,0,12,0,6.56526,2
7,33,1,0,1,0,1,0,1,12,0,6.59987,3
8,49,1,0,1,0,1,0,1,12,0,6.69084,4
9,49,1,0,1,0,1,0,1,12,0,6.84055,5
10,42,1,0,1,0,1,0,1,12,0,6.93731,6
11,49,1,0,1,0,1,0,1,12,0,7.03615,7
14,36,1,1,0,1,1,0,1,14,0,6.57508,1
15,49,0,1,0,1,1,0,1,14,0,6.65157,2
16,47,0,1,0,1,1,0,1,14,0,6.75577,3
17,49,0,1,0,1,1,0,1,14,0,6.84055,4
18,48,0,1,0,1,1,0,1,14,0,6.90675,5
19,49,1,1,0,1,1,0,1,14,0,6.68336,6
20,49,0,1,0,1,1,0,1,14,0,7.06133,7
8,50,0,0,0,0,1,0,0,16,0,6.22258,1
9,50,0,0,0,0,1,0,0,16,0,6.34564,2
10,50,0,0,0,0,1,0,0,16,0,6.42972,3
11,49,0,0,0,0,1,0,0,16,0,6.49224,4
12,48,0,0,0,0,1,0,0,16,0,6.63595,5
13,48,0,0,0,0,1,0,0,16,0,6.65929,6
14,46,0,0,0,0,1,0,0,16,0,7.1309,7
10,49,1,1,0,0,1,0,0,12,0,6.30262,1
11,50,1,0,0,0,1,0,1,12,0,6.35611,2
12,44,1,0,0,0,1,0,1,12,0,6.4151,3
13,50,1,0,0,0,1,0,1,12,0,6.49224,4
14,50,1,0,0,0,1,0,1,12,0,6.62407,5
15,49,1,0,0,0,1,0,1,12,0,6.79571,6
16,50,1,0,0,0,1,0,1,12,0,6.97541,7
10,36,0,0,0,1,1,0,0,17,0,5.70711,1
11,47,0,0,0,0,1,0,0,17,0,6.39693,2
12,36,0,0,0,0,1,0,0,17,0,6.39693,3
13,47,0,0,0,0,1,0,0,17,0,6.63463,4
14,48,0,0,0,0,1,0,0,17,0,6.62007,5
15,38,0,0,0,0,1,0,0,17,0,6.68461,6
16,48,0,0,0,0,1,0,0,17,0,6.82979,7
30,51,0,1,0,0,1,0,0,17,0,6.90575,1
31,52,0,1,0,1,1,0,0,17,0,6.90575,2
32,49,0,1,0,0,1,0,0,17,0,7.67322,3
33,50,0,1,0,0,1,0,0,17,0,7.75148,4
34,49,0,1,0,0,1,0,0,17,0,7.81883,5
35,50,0,1,0,0,1,0,0,17,0,7.6009,6
36,50,0,1,0,0,1,0,0,17,0,7.90397,7
12,43,1,0,0,0,1,0,0,12,0,5.99146,1
13,51,1,0,0,0,1,0,0,12,0,5.90263,2
14,35,1,0,0,0,0,0,0,12,0,6.55108,3
15,36,1,0,0,0,0,0,0,12,0,6.49979,4
16,50,1,0,0,0,1,0,0,12,0,6.21461,5
17,48,1,1,0,0,1,0,0,12,0,6.68461,6
18,26,1,0,0,0,1,0,0,12,0,6.21461,7
10,38,0,1,0,1,1,0,0,15,0,6.35437,1
11,49,0,1,0,1,1,0,0,15,0,6.47697,2
12,52,0,1,0,1,1,0,0,15,0,6.74524,3
13,48,1,1,0,1,1,0,1,15,0,6.55108,4
14,27,0,1,0,1,1,0,0,15,0,6.80239,5
15,50,0,1,0,1,1,0,0,15,0,6.57925,6
16,49,0,1,0,1,1,0,0,15,0,6.90776,7
24,47,1,1,1,1,1,0,1,12,0,6.50129,1
25,47,1,1,1,1,1,0,1,12,0,6.57368,2
26,44,1,1,1,1,1,0,1,12,0,6.65544,3
27,47,1,1,1,1,1,0,1,12,0,6.75344,4
28,47,1,1,1,1,1,0,1,12,0,6.84801,5
29,47,1,1,1,1,1,0,1,12,0,6.94312,6
30,40,1,1,1,1,1,0,1,12,0,7.03527,7
20,50,1,1,1,1,1,0,0,6,1,6.09131,1
21,48,1,1,1,1,1,0,0,6,1,6.23637,2
22,50,1,1,1,1,1,0,0,6,1,6.27099,3
23,50,1,1,1,1,1,0,0,6,1,6.47697,4
24,46,1,1,1,1,1,0,0,6,1,6.59578,5
25,51,1,1,1,1,1,0,0,6,1,6.44572,6
26,46,1,1,1,1,1,0,0,6,1,6.77992,7
6,49,1,1,1,1,1,0,1,12,0,6.04025,1
7,50,1,1,1,1,1,0,1,12,0,6.20658,2
8,50,1,1,1,1,1,0,1,12,0,6.27288,3
9,50,0,1,1,1,1,0,1,12,0,6.39693,4
10,50,0,1,1,1,1,0,1,12,0,6.4708,5
11,48,1,1,1,1,1,0,1,12,0,6.54535,6
12,49,1,1,1,1,1,0,1,12,0,6.68211,7
13,48,0,1,0,0,1,0,0,12,0,6.68711,1
14,50,0,1,0,0,1,0,0,12,0,6.74524,2
15,48,0,1,0,0,1,0,0,12,0,6.85646,3
16,47,0,1,0,0,1,0,0,12,0,6.95655,4
17,48,0,1,0,0,1,0,0,12,0,7.04752,5
18,48,0,1,0,0,1,0,0,12,0,7.0934,6
19,47,0,1,0,0,1,0,0,12,0,7.1309,7
12,49,0,0,1,1,0,1,0,16,0,6.55108,1
13,49,0,0,1,1,0,1,0,16,0,6.55108,2
14,50,0,0,1,1,0,1,0,16,0,6.80239,3
15,49,0,0,1,1,0,1,0,16,0,6.85646,4
16,50,0,0,1,1,0,1,0,16,0,6.86693,5
17,46,0,0,1,1,0,1,0,16,0,7.00307,6
18,47,0,0,1,1,0,1,0,16,0,7.1309,7
3,33,1,0,0,1,1,0,1,14,0,6.18826,1
4,50,1,0,0,1,1,0,1,14,0,6.60665,2
5,37,1,0,0,1,1,0,1,14,0,6.68461,3
6,42,1,0,0,1,1,0,1,14,0,6.76849,4
7,32,1,0,0,1,1,0,1,14,0,6.86066,5
8,47,1,0,0,0,1,0,1,14,0,6.96602,6
9,48,1,0,0,0,1,0,1,14,0,7.00307,7
35,50,0,0,1,1,1,0,0,15,0,6.2634,1
36,50,0,0,1,1,1,0,0,15,0,6.29157,2
37,50,0,0,1,1,1,0,0,15,0,6.39693,3
38,50,0,0,1,1,1,0,0,15,0,6.39693,4
39,50,0,0,1,1,1,0,0,15,0,6.57786,5
40,50,0,0,1,1,1,0,0,15,0,6.62007,6
41,50,0,0,1,1,1,0,0,15,0,6.68461,7
22,48,0,0,0,1,1,0,0,12,0,6.55108,1
23,47,0,0,0,1,1,0,0,12,0,6.68461,2
24,47,0,0,0,1,1,0,0,12,0,6.55108,3
25,47,0,0,0,1,1,0,0,12,0,6.82871,4
26,47,0,0,0,1,1,0,0,12,0,6.80239,5
27,47,0,0,0,1,1,0,0,12,0,7.13648,6
28,47,0,0,1,0,1,0,0,12,0,7.18311,7
10,39,1,0,1,1,0,1,0,12,1,5.93225,1
11,39,1,0,1,1,0,1,0,12,1,6.19644,2
12,41,1,0,1,1,0,1,0,12,1,6.23637,3
13,37,0,0,1,1,0,1,0,12,1,6.30992,4
14,37,0,0,1,1,0,1,1,12,1,6.44254,5
15,36,1,0,1,1,0,1,0,12,1,6.10925,6
16,36,1,0,1,1,0,1,0,12,1,6.21461,7
31,48,0,1,0,1,1,0,0,10,0,6.62007,1
32,48,1,1,0,1,1,0,0,10,0,6.68461,2
33,48,1,1,0,1,1,0,1,10,0,6.7334,3
34,49,1,1,0,1,1,0,1,10,0,6.81892,4
35,48,1,1,0,1,1,0,0,10,0,6.87213,5
36,50,1,1,0,1,1,0,0,10,0,6.96602,6
37,49,1,1,0,1,1,0,0,10,0,7.04316,7
38,49,1,1,0,1,1,0,0,15,0,6.42162,1
39,48,1,1,0,1,1,0,0,15,0,6.47697,2
40,48,0,1,0,1,1,0,0,15,0,6.55108,3
41,48,0,1,0,1,1,0,0,15,0,6.68461,4
42,48,0,1,0,1,1,0,0,15,0,6.68461,5
43,48,1,1,0,1,1,0,0,15,0,6.80239,6
44,48,0,1,0,1,1,0,0,15,0,6.90776,7
35,45,0,0,0,1,1,0,0,17,0,6.75926,1
36,36,0,0,0,1,1,0,0,17,0,6.81344,2
37,36,0,0,0,1,1,0,0,17,0,6.86693,3
38,35,0,0,0,1,1,0,0,17,0,6.85118,4
39,35,0,0,0,1,1,0,0,17,0,6.9489,5
40,35,0,0,0,1,1,0,0,17,0,7.06476,6
41,36,0,0,0,1,1,0,0,17,0,7.11477,7
38,46,1,1,0,1,1,0,0,11,0,6.88959,1
39,49,1,1,0,1,1,0,1,11,0,6.90575,2
40,43,1,1,0,1,1,0,0,11,0,6.90776,3
41,48,1,1,0,1,1,0,1,11,0,7.00307,4
42,47,1,1,0,1,1,0,1,11,0,7.1309,5
43,48,1,1,0,1,1,0,1,11,0,7.10824,6
44,47,1,1,0,1,1,0,0,11,0,7.09008,7
36,30,1,0,1,1,0,1,0,12,1,5.61313,1
37,48,1,0,1,1,0,1,0,12,1,5.82008,2
38,49,1,0,1,1,0,1,0,12,1,5.76205,3
39,46,1,0,1,1,0,1,0,12,1,5.8999,4
40,47,1,0,1,1,0,1,0,12,1,5.95842,5
41,46,1,0,1,1,0,1,0,12,1,6.17379,6
42,48,1,0,1,1,0,1,0,12,1,6.10256,7
6,49,1,0,0,1,1,0,1,12,0,6.44572,1
7,47,1,0,0,1,1,0,1,12,0,6.62007,2
8,50,1,0,0,1,1,0,1,12,0,6.59987,3
9,46,1,0,0,1,1,0,1,12,0,6.63332,4
10,48,1,0,0,1,1,0,1,12,0,6.83518,5
11,48,1,0,0,1,1,0,1,12,0,6.99942,6
12,48,1,0,0,1,1,0,1,12,0,6.90776,7
35,50,1,1,1,0,1,0,0,5,0,6.33328,1
36,51,1,1,1,0,1,0,0,5,0,5.85793,2
37,51,1,1,1,0,1,0,0,5,0,6.39526,3
38,50,1,1,1,0,1,0,0,5,0,6.10925,4
39,43,1,1,1,0,1,0,0,5,0,6.10925,5
40,51,1,1,1,0,1,0,0,5,0,6.10925,6
41,49,1,1,1,0,1,0,0,5,0,6.39693,7
24,42,0,0,1,1,1,1,0,16,0,6.39526,1
25,50,0,0,1,1,1,1,0,16,0,6.43615,2
26,47,0,0,1,1,1,1,0,16,0,6.49224,3
27,45,0,0,1,1,1,1,0,16,0,6.73102,4
28,49,0,0,1,1,1,1,0,16,0,6.74524,5
29,46,0,0,1,1,1,1,0,16,0,7.04229,6
30,48,0,0,1,1,1,1,0,16,0,7.09008,7
28,50,0,1,1,0,1,0,0,14,0,6.30992,1
29,49,1,0,1,0,1,0,0,14,0,6.53669,2
30,50,1,0,1,0,1,0,0,14,0,6.46147,3
31,48,1,0,1,0,1,0,0,14,0,6.57925,4
32,52,0,0,1,0,1,0,0,14,0,6.8977,5
33,50,0,0,1,0,1,0,0,14,0,6.42487,6
34,47,1,0,1,0,1,0,0,14,0,6.91473,7
4,49,1,0,1,1,1,0,0,12,0,6.65286,1
5,52,0,0,1,1,1,0,0,12,0,6.77422,2
6,52,0,0,1,1,1,0,0,12,0,6.90776,3
7,50,0,0,1,1,1,0,0,12,0,6.96885,4
8,51,0,0,1,1,1,0,0,12,0,6.96224,5
9,50,0,0,1,1,1,0,0,12,0,7.10824,6
10,50,0,0,1,1,1,0,0,12,0,7.39326,7
9,49,1,0,0,1,0,1,1,12,0,5.98645,1
10,49,1,0,0,1,0,1,1,12,0,5.95584,2
11,49,1,0,0,1,0,1,1,12,0,6.18415,3
12,48,1,0,0,1,0,1,1,12,0,6.19236,4
13,47,1,0,0,1,0,1,1,12,0,6.62539,5
14,47,1,0,0,1,0,1,1,12,0,6.62007,6
15,47,1,0,0,1,0,1,1,12,0,6.80239,7
9,51,0,0,0,0,0,1,0,12,0,5.88332,1
10,50,0,0,0,0,0,1,0,12,0,5.8861,2
11,49,0,0,0,0,0,1,0,12,0,5.93489,3
12,48,0,0,0,0,0,1,0,12,0,6.07993,4
13,49,0,0,0,0,0,1,0,12,0,6.07993,5
14,47,0,0,0,0,0,1,0,12,0,6.08222,6
15,48,0,0,0,0,0,1,0,12,0,6.2634,7
28,23,0,0,0,1,1,0,1,12,0,6.57647,1
29,42,0,0,0,1,1,0,1,12,0,6.66441,2
30,47,0,0,0,1,1,0,1,12,0,6.73697,3
31,47,0,0,0,1,1,0,1,12,0,6.80793,4
32,47,0,0,0,1,1,0,1,12,0,6.80793,5
33,47,0,0,0,1,1,0,1,12,0,6.91771,6
34,47,0,0,0,1,1,0,1,12,0,7.04141,7
7,48,0,0,0,1,1,0,0,17,0,6.90575,1
8,48,0,0,0,1,1,0,0,17,0,6.90575,2
9,49,0,0,0,1,1,0,0,17,0,7.24566,3
10,48,0,1,0,1,1,0,0,17,0,7.37776,4
11,49,0,1,0,1,1,0,0,17,0,7.47307,5
12,48,0,1,0,1,1,0,0,17,0,7.57558,6
13,49,0,1,0,1,1,0,0,17,0,7.67322,7
31,48,0,1,0,1,1,0,0,9,0,6.4552,1
32,48,0,1,0,1,1,0,0,9,0,6.5582,2
33,47,0,1,0,1,1,0,0,9,0,6.66313,3
34,48,0,1,0,1,1,0,1,9,0,6.84588,4
35,48,0,1,0,1,1,0,0,9,0,6.9256,5
36,48,0,1,0,1,1,0,0,9,0,7.13648,6
37,47,0,1,0,1,1,0,0,9,0,7.27031,7
27,45,0,1,0,1,1,0,0,12,0,6.90575,1
28,47,0,1,0,1,1,0,0,12,0,6.90575,2
29,46,0,1,0,1,1,0,1,12,0,7.18539,3
30,46,0,1,0,1,1,0,0,12,0,7.24423,4
31,46,0,1,0,1,1,0,0,12,0,7.31122,5
32,45,0,1,0,1,1,0,0,12,0,7.37588,6
33,43,0,1,0,1,1,0,0,12,0,7.19519,7
19,49,0,0,0,1,1,0,0,17,0,6.90575,1
